,5_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Tree Tag_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,5_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Tree Tag_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO
1048,7898.0,5308,A 20141024 A238-3,10/24/14,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-31.9,759,-5.64,,,,,,,,,,,2014-10-24 12:00:00,7880.0,5290,C 20141024 C238-3,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,590,-17.3,758,-1.18,,,,,,,,,,,2014-10-24 12:00:00,0 days 00:00:00,2014-10-24 12:00:00,-24.6,-3.4099999999999997,10581.436800000067,101.14280000000001,156.18460000000002,2015.0,2015.0,48.89500000000589,-22.125994694960337,-4.134575596816934
1071,7951.0,5361,A 20141028 A239-3,10/28/14,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-32.5,759,-6.29,,,,,,,,,,,2014-10-28 12:00:00,7945.0,5355,C 20141028 C239-3,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-8.9,759,1.95,,,,,,,,,,,2014-10-28 12:00:00,0 days 00:00:00,2014-10-28 12:00:00,-20.7,-2.17,10659.11000000007,178.81600000000003,233.85780000000003,2015.0,2015.0,77.67320000000291,-21.5207633587787,-3.300755725190824
1067,7942.0,5352,A 20141031 A240-3 1005,10/31/14,10:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-39.8,759,-7.7,,,,,,,,,,,2014-10-31 10:05:00,7904.0,5314,C 20141031 C240-3 1015,10:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-51.4,759,-8.18,,,,,,,,,,,2014-10-31 10:15:00,-1 days +23:55:00,2014-10-31 10:00:00,-45.599999999999994,-7.9399999999999995,10685.373600000074,205.07960000000003,260.12140000000005,2015.0,2015.0,26.263600000003862,-24.54272363150901,-3.882983978638221
1064,7934.0,5344,A 20141103 A241-3,11/3/14,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-21.1,759,-5.09,,,,,,,,,,,2014-11-03 12:00:00,7916.0,5326,C 20141103 C241-3 1130,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-5.7,759,0.8,,,,,,,,,,,2014-11-03 11:30:00,0 days 00:15:00,2014-11-03 12:15:00,-13.4,-2.145,10685.373600000074,205.07960000000003,260.12140000000005,2015.0,2015.0,0.0,-24.54272363150901,-3.882983978638221
1065,7936.0,5346,A 20141120 A242-3 1100,11/20/14,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-38.0,759,-4.84,,,,,,,,,,,2014-11-20 11:00:00,7892.0,5302,C 20141120 C242-3 1045,10:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-3.1,759,8.36,,,,,,,,,,,2014-11-20 10:45:00,0 days 00:07:30,2014-11-20 11:07:30,-20.55,1.7599999999999998,10741.253600000067,260.9596,316.00140000000005,2015.0,2015.0,55.87999999999374,-23.701264488936097,-2.6937355110644687
1038,7878.0,5288,A 20141121 A243-3 1300,11/21/14,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,590,-30.8,758,-5.07,,,,,,,,,,,2014-11-21 13:00:00,7941.0,5351,"C 20141121 C 243-1,3 1300",13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-27.3,759,-5.2,,,,,,,,,,,2014-11-21 13:00:00,0 days 00:00:00,2014-11-21 13:00:00,-29.05,-5.135,10750.753200000065,270.4592,325.50100000000003,2015.0,2015.0,9.499599999997372,-23.886266531027776,-2.7781739572738116
1039,7881.0,5291,A 20141122 A244-3 1230,11/22/14,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-11.6,759,2.98,,,,,,,,,,,2014-11-22 12:30:00,7926.0,5336,C 20141122 C244-3 1230,12:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-25.9,759,-5.32,,,,,,,,,,,2014-11-22 12:30:00,0 days 00:00:00,2014-11-22 12:30:00,-18.75,-1.1700000000000002,10859.439800000062,379.14580000000007,434.18760000000003,2015.0,2015.0,108.68659999999727,-22.42999271137052,-2.3222120991254913
1040,7883.0,5293,A 20141205 A245-3 1045,12/5/14,10:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-31.8,759,-5.57,,,,,,,,,,,2014-12-05 10:45:00,7895.0,5305,C 20141205 C245-3 1030,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-25.2,759,-4.07,,,,,,,,,,,2014-12-05 10:30:00,0 days 00:07:30,2014-12-05 10:52:30,-28.5,-4.82,11005.566000000035,525.272,580.3138000000001,2015.0,2015.0,146.12619999997332,-24.10525065963057,-3.0115751978891816
1050,7901.0,5311,A 20141206 A246-3 1430,12/6/14,14:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-19.9,759,-1.79,,,,,,,,,,,2014-12-06 14:30:00,7950.0,5360,C 20141206 C246-3 1410,14:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-17.4,759,-4.58,,,,,,,,,,,2014-12-06 14:10:00,0 days 00:10:00,2014-12-06 14:40:00,-18.65,-3.185,11050.828800000034,570.5348,625.5766000000001,2015.0,2015.0,45.262799999998606,-23.6756198347107,-3.025233349538162
1060,7924.0,5334,A 20141207 A247-3 1115,12/7/14,11:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-73.6,759,-11.02,,,,,,,,,,,2014-12-07 11:15:00,7888.0,5298,C 20141207 C247-3 1100,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-59.1,759,-5.89,,,,,,,,,,,2014-12-07 11:00:00,0 days 00:07:30,2014-12-07 11:22:30,-66.35,-8.455,11050.828800000034,570.5348,625.5766000000001,2015.0,2015.0,0.0,-23.6756198347107,-3.025233349538162
1057,7917.0,5327,A 20141211 A248-3 1215,12/11/14,12:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-50.7,759,-7.33,,,,,,,,,,,2014-12-11 12:15:00,7903.0,5313,C 20141211 C248-3 1215,12:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-50.6,759,-6.2,,,,,,,,,,,2014-12-11 12:15:00,0 days 00:00:00,2014-12-11 12:15:00,-50.650000000000006,-6.765000000000001,11194.719800000028,714.4258000000001,769.4676000000001,2015.0,2015.0,143.89099999999416,-29.076788491446344,-3.7740590979782307
1061,7927.0,5337,A 20141212 A249-3 1100,12/12/14,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-54.1,759,-9.51,,,,,,,,,,,2014-12-12 11:00:00,7894.0,5304,C 20141212 C249-3 1145,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,16.8,759,16.26,,,,,,,,,,,2014-12-12 11:45:00,-1 days +23:37:30,2014-12-12 10:37:30,-18.65,3.375000000000001,11221.26280000003,740.9688000000001,796.0106000000001,2015.0,2015.0,26.543000000001484,-28.705380577427782,-3.5194056992875677
1042,7886.0,5296,A 20141215 A250-2 1300,12/15/14,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-56.3,759,-5.8,,,,,,,,,,,2014-12-15 13:00:00,7939.0,5349,C 20141215 C250-3 1310,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-58.9,759,-8.3,,,,,,,,,,,2014-12-15 13:10:00,-1 days +23:55:00,2014-12-15 12:55:00,-57.599999999999994,-7.050000000000001,11242.776600000027,762.4826,817.5244000000001,2015.0,2015.0,21.51379999999699,-29.516198979591724,-3.6184784985422436
1054,7911.0,5321,A 20141217 A251-3 1330,12/17/14,13:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-90.9,759,-13.08,,,,,,,,,,,2014-12-17 13:30:00,7884.0,5294,C 20141217 C251-3 1315,13:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-84.9,759,-11.75,,,,,,,,,,,2014-12-17 13:15:00,0 days 00:07:30,2014-12-17 13:37:30,-87.9,-12.415,11310.950200000021,830.6562000000001,885.6980000000001,2015.0,2015.0,68.17359999999462,-34.28381860776413,-4.336802208835292
1053,7910.0,5320,A20141218 A252-3 1345,12/18/14,13:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-32.1,759,-5.27,,,,,,,,,,,2014-12-18 13:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-18 13:45:00,0 days 00:00:00,2014-12-18 13:45:00,-32.1,-5.27,11321.008600000017,840.7146000000001,895.7564000000001,2015.0,2015.0,10.058399999996254,-34.25782076719552,-4.347911706349154
1055,7912.0,5322,A 20141224 A253-3 1300,12/24/14,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-36.3,759,-5.83,,,,,,,,,,,2014-12-24 13:00:00,7922.0,5332,C 20141224 C253-3 1310,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-24.9,759,-3.79,,,,,,,,,,,2014-12-24 13:10:00,-1 days +23:55:00,2014-12-24 12:55:00,-30.599999999999998,-4.8100000000000005,11420.754399999983,940.4604000000002,995.5022000000001,2015.0,2015.0,99.74579999996604,-33.871591245193606,-4.39670363797687
1077,7961.0,5371,A 20150117 A254-3 1440,1/17/2015,14:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-28.1,759,-3.6,,,,,,,,,,,2015-01-17 14:40:00,7976.0,5386,C 20150117 C254-3 1435,14:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-30.9,759,-4.99,,,,,,,,,,,2015-01-17 14:35:00,0 days 00:02:30,2015-01-17 14:42:30,-29.5,-4.295,11471.605199999965,991.3112000000001,1046.353,2015.0,2015.0,50.85079999998197,-33.64828795958456,-4.391508560202022
1074,7956.0,5366,A 20150118 A255-3 1330,1/18/2015,13:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-15.6,759,-3.41,,,,,,,,,,,2015-01-18 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-18 13:30:00,0 days 00:00:00,2015-01-18 13:30:00,-15.6,-3.41,11505.133199999962,1024.8392000000001,1079.881,2015.0,2015.0,33.52799999999661,-33.06023622047239,-4.359528916643987
1488,,,,1/18/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-18 13:40:00,7979.0,5389,C 20150118 C255-3 1340,13:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-13.6,759,-2.17,,,,,,,,,,,2015-01-18 13:40:00,0 days 00:00:00,2015-01-18 13:40:00,-13.6,-2.17,11505.133199999962,1024.8392000000001,1079.881,2015.0,2015.0,0.0,-33.06023622047239,-4.359528916643987
1082,7969.0,5379,A 20150130 A256-3,1/30/2015,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-35.2,759,-6.12,,,,,,,,,,,2015-01-30 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-30 12:00:00,0 days 00:00:00,2015-01-30 12:00:00,-35.2,-6.12,11505.97139999996,1025.6774,1080.7192000000002,2015.0,2015.0,0.8381999999983236,-33.061977753662454,-4.360961747151327
1487,,,,1/30/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-30 12:00:00,7978.0,5388,C 20150130 C256-3,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-34.2,759,-6.28,,,,,,,,,,,2015-01-30 12:00:00,0 days 00:00:00,2015-01-30 12:00:00,-34.2,-6.28,11505.97139999996,1025.6774,1080.7192000000002,2015.0,2015.0,0.0,-33.061977753662454,-4.360961747151327
1078,7962.0,5372,A 20150207 A257-3,2/7/2015,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-40.7,759,-5.13,,,,,,,,,,,2015-02-07 12:00:00,7960.0,5370,C 20150207 C257-3,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-39.3,759,-5.88,,,,,,,,,,,2015-02-07 12:00:00,0 days 00:00:00,2015-02-07 12:00:00,-40.0,-5.505,11734.520599999956,1254.2266000000002,1309.2684000000002,2015.0,2015.0,228.54919999999584,-34.32203596802846,-4.568737788632295
1087,7973.0,5383,A 20150209 A258-3,2/9/2015,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-32.5,759,-4.86,,,,,,,,,,,2015-02-09 12:00:00,7967.0,5377,C 20150209 C258-3,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-34.2,759,-6.06,,,,,,,,,,,2015-02-09 12:00:00,0 days 00:00:00,2015-02-09 12:00:00,-33.35,-5.46,11814.428999999951,1334.1350000000002,1389.1768000000002,2015.0,2015.0,79.9083999999948,-34.263997912317365,-4.6219530271398455
1076,7959.0,5369,A 20150402 A259-3 1200,4/2/2015,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-22.4,759,-4.5,,,,,,,,,,,2015-04-02 12:00:00,7958.0,5368,C 20150402 C259-3 1130,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-14.7,759,-2.19,,,,,,,,,,,2015-04-02 11:30:00,0 days 00:15:00,2015-04-02 12:15:00,-18.549999999999997,-3.3449999999999998,11883.44079999993,1403.1468000000002,1458.1886000000002,2015.0,2015.0,69.0117999999784,-33.49342862815188,-4.559334921580292
1080,7966.0,5376,A 20150408 A260-3,4/8/2015,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-45.7,759,-8.74,,,,,,,,,,,2015-04-08 12:00:00,7974.0,5384,C 20150408 C260-3,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-23.6,759,-0.1,,,,,,,,,,,2015-04-08 12:00:00,0 days 00:00:00,2015-04-08 12:00:00,-34.650000000000006,-4.42,11940.717799999926,1460.4238000000003,1515.4656000000002,2015.0,2015.0,57.276999999996406,-33.53865890881362,-4.553885921404031
1088,7975.0,5385,A 20150918 A263-3,9/18/2015,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-21.4,759,-4.23,,,,,,,,,,,2015-09-18 12:00:00,7963.0,5373,C 20150918 C263-3,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-20.7,759,-4.47,,,,,,,,,,,2015-09-18 12:00:00,0 days 00:00:00,2015-09-18 12:00:00,-21.049999999999997,-4.35,12023.978999999921,1543.6850000000002,42.189400000000006,2015.0,2016.0,83.26119999999537,-32.866886281588606,-4.542918772563163
5,335.0,336,A263-1,9/18/15,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-26.0,639,-5.13,3,,,,,,,,,0.0,2015-09-18 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-18 12:00:00,0 days 00:00:00,2015-09-18 12:00:00,-26.0,-5.13,12023.978999999921,1543.6850000000002,42.189400000000006,2015.0,2016.0,0.0,-32.866886281588606,-4.542918772563163
12,513.0,514,A264-1,10/18/15,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-30.5,643,-3.93,2,,,,,,,,,0.0,2015-10-18 11:30:00,514.0,515,C264-1,14:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-18.0,643,-2.58,2,,,,,,,,,0.0,2015-10-18 14:00:00,-1 days +22:45:00,2015-10-18 10:15:00,-24.25,-3.255,12029.287599999916,5.308600000000001,47.498000000000005,2016.0,2016.0,5.30859999999484,-24.25,-3.255
1,330.0,331,A265-1,11/6/15,10:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-44.8,639,-6.99,3,,,,,,,,,0.0,2015-11-06 10:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-06 10:35:00,0 days 00:00:00,2015-11-06 10:35:00,-44.8,-6.99,12053.595399999906,29.616400000000002,71.8058,2016.0,2016.0,24.307799999989584,-41.116509433963905,-6.320518867924827
1079,7964.0,5374,"A 20151106 A265-1,3 1035",11/6/2015,10:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-16.9,759,2.24,,,,,,,,,,,2015-11-06 10:35:00,7972.0,5382,C 20151106 C265-3 1030,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,5.4,759,8.54,,,,,,,,,,,2015-11-06 10:30:00,0 days 00:02:30,2015-11-06 10:37:30,-5.749999999999999,5.39,12053.595399999906,29.616400000000002,71.8058,2016.0,2016.0,0.0,-41.116509433963905,-6.320518867924827
1081,7968.0,5378,A 20151109 A266-3 1505,11/9/2015,15:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-31.5,759,-3.88,,,,,,,,,,,2015-11-09 15:05:00,7965.0,5375,C 20151109 C266-3 1510,15:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-33.8,759,-6.27,,,,,,,,,,,2015-11-09 15:10:00,-1 days +23:57:30,2015-11-09 15:02:30,-32.65,-5.074999999999999,12099.416999999905,75.438,117.62740000000001,2016.0,2016.0,45.82159999999931,-35.9738888888885,-5.563981481481447
0,329.0,330,A266-1,11/9/15,15:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-47.6,639,-8.73,3,,,,,,,,,0.0,2015-11-09 15:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-09 15:05:00,0 days 00:00:00,2015-11-09 15:05:00,-47.6,-8.73,12099.416999999905,75.438,117.62740000000001,2016.0,2016.0,0.0,-35.9738888888885,-5.563981481481447
2,331.0,332,A267-1,11/15/15,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-71.5,639,-11.37,3,,,,,,,,,0.0,2015-11-15 11:05:00,7977.0,5387,C 20151115 C267-3 1130,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-50.5,759,-6.48,,,,,,,,,,,2015-11-15 11:30:00,-1 days +23:47:30,2015-11-15 10:52:30,-61.0,-8.925,12132.10679999991,108.12780000000001,150.3172,2016.0,2016.0,32.68980000000556,-43.53992248062192,-6.580103359173376
1075,7957.0,5367,A 20151115 A267-3 1135,11/15/2015,11:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-45.1,759,-3.72,,,,,,,,,,,2015-11-15 11:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-15 11:35:00,0 days 00:00:00,2015-11-15 11:35:00,-45.1,-3.72,12132.10679999991,108.12780000000001,150.3172,2016.0,2016.0,0.0,-43.53992248062192,-6.580103359173376
13,515.0,516,A268-1,11/24/15,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-38.4,643,-7.57,2,,,,,,,,,0.0,2015-11-24 12:00:00,516.0,517,C268-1,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-35.2,643,-7.02,2,,,,,,,,,0.0,2015-11-24 11:45:00,0 days 00:07:30,2015-11-24 12:07:30,-36.8,-7.295,12153.620599999898,129.6416,171.83100000000002,2016.0,2016.0,21.513799999987896,-42.421443965519146,-6.698739224138094
14,517.0,518,A269-1,11/25/15,10:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-55.1,643,-9.85,2,,,,,,,,,0.0,2015-11-25 10:50:00,518.0,519,C269-1,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-51.1,643,-9.19,2,,,,,,,,,0.0,2015-11-25 12:00:00,-1 days +23:25:00,2015-11-25 10:15:00,-53.1,-9.52,12159.767399999899,135.78840000000002,177.97780000000003,2016.0,2016.0,6.1468000000004395,-42.904835390948435,-6.826450617284136
15,519.0,520,A270-1,12/3/15,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-37.1,643,-6.42,2,,,,,,,,,0.0,2015-12-03 10:30:00,520.0,521,C270-1,10:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-33.0,643,-6.28,2,,,,,,,,,0.0,2015-12-03 10:40:00,-1 days +23:55:00,2015-12-03 10:25:00,-35.05,-6.35,12201.677399999899,177.69840000000002,219.88780000000003,2016.0,2016.0,41.909999999999854,-41.05227987421508,-6.714080188679373
16,521.0,522,A271-1,12/4/15,8:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-57.8,643,-9.94,2,,,,,,,,,0.0,2015-12-04 08:30:00,522.0,523,"C271-1,2,3",8:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-53.9,643,-9.61,2,,,,,,,,,0.0,2015-12-04 08:20:00,0 days 00:05:00,2015-12-04 08:35:00,-55.849999999999994,-9.774999999999999,12242.749199999902,218.77020000000002,260.9596,2016.0,2016.0,41.07180000000335,-43.83039591315601,-7.288735632184109
17,523.0,524,A272-1,12/10/15,10:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-22.2,643,-4.93,2,,,,,,,,,0.0,2015-12-10 10:40:00,524.0,525,C272-1,10:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-21.7,643,-4.76,2,,,,,,,,,0.0,2015-12-10 10:50:00,-1 days +23:55:00,2015-12-10 10:35:00,-21.95,-4.845,12435.814599999872,411.83560000000006,454.02500000000003,2016.0,2016.0,193.0653999999704,-33.573032564451616,-6.143130936228097
18,525.0,526,A273-1,12/11/15,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-38.0,643,-8.16,2,,,,,,,,,0.0,2015-12-11 11:05:00,526.0,527,C273-1,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-28.7,643,-6.94,2,,,,,,,,,0.0,2015-12-11 11:15:00,-1 days +23:55:00,2015-12-11 11:00:00,-33.35,-7.550000000000001,12469.063199999871,445.08420000000007,487.27360000000004,2016.0,2016.0,33.24859999999899,-33.55637162586421,-6.2482266164470985
19,527.0,528,A274-1,12/12/15,11:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-36.1,643,-6.36,2,,,,,,,,,0.0,2015-12-12 11:40:00,528.0,529,C274-1,11:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-33.6,643,-6.5,2,,,,,,,,,0.0,2015-12-12 11:50:00,-1 days +23:55:00,2015-12-12 11:35:00,-34.85,-6.43,12471.01899999987,447.0400000000001,489.22940000000006,2016.0,2016.0,1.9557999999979074,-33.56203125000105,-6.2490218750001425
