,5_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Tree Tag_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,5_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Tree Tag_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO
557,5448.0,,,4/12/11,13:55,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-42.76,,-7.61,,,,,,,,,,0.0,2011-04-12 13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-12 13:55:00,0 days 00:00:00,2011-04-12 13:55:00,-42.76,-7.61,5823.813599999991,2079.5742000000005,2102.485,2011.0,2011.0,2.7940000000007785,-48.34354023915032,-7.635792019346981
1465,,,,4/15/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-15 14:40:00,5229.0,,,14:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,22.86 mm rainfall,,,,,-29.77,,-4.8,,,,,,,,,,0.0,2011-04-15 14:40:00,0 days 00:00:00,2011-04-15 14:40:00,-29.77,-4.8,5846.165599999996,2101.9262000000003,2124.8370000000004,2011.0,2011.0,22.35200000000441,-48.14602818024667,-7.6056360494483
558,5449.0,,,4/18/11,12:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-57.11,,-7.9,,,,,,,,,,0.0,2011-04-18 12:45:00,5230.0,,,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,17.02 mm rainfall,,,,,-52.49,,-7.43,,,,,,,,,,0.0,2011-04-18 13:10:00,-1 days +23:47:30,2011-04-18 12:32:30,-54.8,-7.665,5864.885400000011,2120.646,2143.5568000000003,2011.0,2011.0,18.71980000001531,-48.20476548089539,-7.6061600790513255
559,5450.0,,,4/25/11,13:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-25.65,,-3.9,,,,,,,,,,0.0,2011-04-25 13:45:00,5231.0,,,14:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,18.29 mm rainfall,,,,,-24.35,,-3.89,,,,,,,,,,0.0,2011-04-25 14:10:00,-1 days +23:47:30,2011-04-25 13:32:30,-25.0,-3.895,5895.34000000002,2151.1006,2174.0114000000003,2011.0,2011.0,30.454600000009123,-47.876239771398296,-7.55361865177289
561,5452.0,,,5/15/11,12:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-90.61,,-13.37,,,,,,,,,,0.0,2011-05-15 12:40:00,5232.0,,,12:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,20.32 mm rainfall,,,,,-84.09,,-12.53,,,,,,,,,,0.0,2011-05-15 12:20:00,0 days 00:10:00,2011-05-15 12:50:00,-87.35,-12.95,5916.015600000025,2171.7762000000002,2194.6870000000004,2011.0,2011.0,20.675600000005034,-48.25203525022461,-7.604992924224821
562,5453.0,,,5/17/11,16:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-63.28,,-8.64,,,,,,,,,,0.0,2011-05-17 16:10:00,5233.0,,,16:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,8.13 mm rainfall,,,,,-49.8,,-7.14,,,,,,,,,,0.0,2011-05-17 16:30:00,-1 days +23:50:00,2011-05-17 16:00:00,-56.54,-7.890000000000001,5926.91220000003,2182.6728000000003,2205.5836000000004,2011.0,2011.0,10.896600000004582,-48.29341141833025,-7.606415770609259
563,5454.0,,,5/25/11,17:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-32.93,,-5.8,,,,,,,,,,0.0,2011-05-25 17:30:00,5234.0,,,17:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,13.21 mm rainfall,,,,,-27.98,,-5.21,,,,,,,,,,0.0,2011-05-25 17:40:00,-1 days +23:55:00,2011-05-25 17:25:00,-30.455,-5.505,5941.72040000003,2197.481,2220.3918000000003,2011.0,2011.0,14.808200000000397,-48.1732034329302,-7.592254926891232
564,5455.0,,,5/27/11,16:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-17.28,,-3.6,,,,,,,,,,0.0,2011-05-27 16:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-27 16:05:00,0 days 00:00:00,2011-05-27 16:05:00,-17.28,-3.6,5956.249200000031,2212.0098000000003,2234.9206000000004,2011.0,2011.0,14.528800000000956,-47.97029240874019,-7.566033219653854
566,5457.0,,,5/28/11,7:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-74.69,,-9.82,,,,,,,,,,0.0,2011-05-28 07:40:00,5235.0,,,7:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,13.21 mm rainfall,,,,,-74.03,,-9.87,,,,,,,,,,0.0,2011-05-28 07:25:00,0 days 00:07:30,2011-05-28 07:47:30,-74.36,-9.844999999999999,5956.249200000031,2212.0098000000003,2234.9206000000004,2011.0,2011.0,0.0,-47.97029240874019,-7.566033219653854
567,5458.0,,,5/31/11,9:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-22.21,,-4.1,,,,,,,,,,0.0,2011-05-31 09:50:00,5236.0,,,10:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,21.34 mm rainfall,,,,,-19.64,,-3.76,,,,,,,,,,0.0,2011-05-31 10:05:00,-1 days +23:52:30,2011-05-31 09:42:30,-20.925,-3.9299999999999997,5977.204200000038,2232.9648,2255.8756000000003,2011.0,2011.0,20.955000000007203,-47.716488988988445,-7.531911286286224
568,5459.0,,,6/1/11,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-36.03,,-6.16,,,,,,,,,,0.0,2011-06-01 11:30:00,5237.0,,,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,11.43 mm rainfall,,,,,-29.77,,-4.99,,,,,,,,,,0.0,2011-06-01 11:45:00,-1 days +23:52:30,2011-06-01 11:22:30,-32.9,-5.575,5989.497800000039,2245.2584,2268.1692000000003,2011.0,2011.0,12.293600000000879,-47.635363364857604,-7.521196490791377
569,5460.0,,,6/4/11,13:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-75.55,,-9.24,,,,,,,,,,0.0,2011-06-04 13:45:00,5238.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,9.14 mm rainfall,,,,,-62.2,,-8.33,,,,,,,,,,0.0,2011-06-04 12:00:00,0 days 00:52:30,2011-06-04 14:37:30,-68.875,-8.785,6002.62960000005,2258.3902000000003,2281.3010000000004,2011.0,2011.0,13.131800000011026,-47.75886490164498,-7.528545094643022
570,5461.0,,,6/6/11,11:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-63.68,,-8.57,,,,,,,,,,0.0,2011-06-06 11:45:00,5239.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,14.99 mm rainfall,,,,,-57.2,,-8.08,,,,,,,,,,0.0,2011-06-06 12:00:00,-1 days +23:52:30,2011-06-06 11:37:30,-60.44,-8.325,6019.1142000000555,2274.8748,2297.7856,2011.0,2011.0,16.48460000000523,-47.85075718496642,-7.534316507000682
571,5462.0,,,6/28/11,15:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-64.23,,-8.15,,,,,,,,,,0.0,2011-06-28 15:45:00,5240.0,,,15:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,12.45 mm rainfall,,,,,-63.95,,-8.09,,,,,,,,,,0.0,2011-06-28 15:55:00,-1 days +23:55:00,2011-06-28 15:40:00,-64.09,-8.120000000000001,6032.804800000064,2288.5654000000004,2311.4762,2011.0,2011.0,13.69060000000809,-47.94790318642375,-7.537820168477544
572,5463.0,,,9/25/11,11:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-20.71,,-3.72,,,,,,,,,,0.0,2011-09-25 11:45:00,5241.0,,,11:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,1.02 mm rainfall,,,,,-42.37,,-6.26,,,,,,,,,,0.0,2011-09-25 11:25:00,0 days 00:10:00,2011-09-25 11:55:00,-31.54,-4.99,6045.377800000069,2301.1384000000003,6.146800000000001,2011.0,2012.0,12.573000000005777,-47.8582533997082,-7.523899344341855
573,5464.0,,,10/2/11,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-23.92,,-4.32,,,,,,,,,,0.0,2011-10-02 11:05:00,5242.0,,,11:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,1.52 mm rainfall,,,,,-24.68,,-4.45,,,,,,,,,,0.0,2011-10-02 11:25:00,-1 days +23:50:00,2011-10-02 10:55:00,-24.3,-4.385,6055.436200000073,9.779000000000002,16.2052,2012.0,2012.0,10.05840000000353,-24.3,-4.385
574,5465.0,,,10/3/11,11:01,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-74.26,,-11.02,,,,,,,,,,0.0,2011-10-03 11:01:00,5243.0,,,11:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,23.88 mm rainfall,,,,,-62.35,,-9.71,,,,,,,,,,0.0,2011-10-03 11:35:00,-1 days +23:43:00,2011-10-03 10:44:00,-68.305,-10.365,6087.008400000072,41.351200000000006,47.77740000000001,2012.0,2012.0,31.572199999998702,-57.6729194630841,-8.920167785234469
575,5466.0,,,10/5/11,13:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-71.13,,-10.6,,,,,,,,,,0.0,2011-10-05 13:40:00,5244.0,,,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,43.43 mm rainfall,,,,,-70.3,,-10.58,,,,,,,,,,0.0,2011-10-05 13:10:00,0 days 00:15:00,2011-10-05 13:55:00,-70.715,-10.59,6149.873400000072,104.21620000000001,110.64240000000001,2012.0,2012.0,62.86500000000069,-65.51909090908953,-9.924745989304624
576,5467.0,,,10/6/11,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-58.53,,-9.38,,,,,,,,,,0.0,2011-10-06 11:00:00,5245.0,,,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,5.08 mm rainfall,,,,,-53.99,,-8.65,,,,,,,,,,0.0,2011-10-06 11:30:00,-1 days +23:45:00,2011-10-06 10:45:00,-56.260000000000005,-9.015,6159.652400000073,113.99520000000001,120.42140000000002,2012.0,2012.0,9.779000000000451,-64.72674816625789,-9.846894865525497
577,5468.0,,,10/10/11,16:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-37.13,,-5.52,,,,,,,,,,0.0,2011-10-10 16:40:00,5246.0,,,17:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,43.94 mm rainfall,,,,,-41.86,,-6.19,,,,,,,,,,0.0,2011-10-10 17:05:00,-1 days +23:47:30,2011-10-10 16:27:30,-39.495000000000005,-5.855,6220.841000000076,175.18380000000002,181.61,2012.0,2012.0,61.188600000003134,-55.92777866241943,-8.454816878980758
578,5469.0,,,11/6/11,13:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-41.48,,-7.27,,,,,,,,,,0.0,2011-11-06 13:50:00,5247.0,,,13:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,12.34 mm rainfall,,,,,-41.1,,-7.46,,,,,,,,,,0.0,2011-11-06 13:30:00,0 days 00:10:00,2011-11-06 14:00:00,-41.29,-7.365,6248.2222000000875,202.56500000000003,208.99120000000002,2012.0,2012.0,27.38120000001163,-53.95188016528777,-8.307706611570083
579,5470.0,,,11/19/11,10:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-14.85,,-4.17,,,,,,,,,,0.0,2011-11-19 10:35:00,5248.0,,,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,10.16 mm rainfall,,,,,-11.7,,-3.91,,,,,,,,,,0.0,2011-11-19 11:00:00,-1 days +23:47:30,2011-11-19 10:22:30,-13.274999999999999,-4.04,6269.456600000098,223.79940000000002,230.22560000000001,2012.0,2012.0,21.234400000010282,-50.097213216954884,-7.9032855361593075
580,5471.0,,,11/22/11,14:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-36.45,,-6.71,,,,,,,,,,0.0,2011-11-22 14:10:00,5249.0,,,14:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,10.16 mm rainfall,,,,,-26.6,,-5.72,,,,,,,,,,0.0,2011-11-22 14:20:00,-1 days +23:55:00,2011-11-22 14:05:00,-31.525000000000002,-6.215,6301.308200000103,255.65100000000004,262.0772,2012.0,2012.0,31.85160000000542,-47.785824235805386,-7.693171397379648
581,5472.0,,,11/25/11,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-60.54,,-9.22,,,,,,,,,,0.0,2011-11-25 12:30:00,5250.0,,,12:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,38.1 mm rainfall,,,,,-53.4,,-9.19,,,,,,,,,,0.0,2011-11-25 12:05:00,0 days 00:12:30,2011-11-25 12:42:30,-56.97,-9.205,6358.305800000108,312.64860000000004,319.07480000000004,2012.0,2012.0,56.99760000000515,-49.45865624999792,-7.968540178571203
582,5473.0,,,12/15/11,10:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-45.3,,-7.77,,,,,,,,,,0.0,2011-12-15 10:20:00,5251.0,,,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,9.91 mm rainfall,,,,,-46.4,,-7.86,,,,,,,,,,0.0,2011-12-15 10:30:00,-1 days +23:55:00,2011-12-15 10:15:00,-45.849999999999994,-7.8149999999999995,6372.555200000114,326.898,333.3242,2012.0,2012.0,14.249400000006062,-49.30149017933187,-7.9618531169938045
583,5474.0,,,12/31/11,12:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-17.22,,-3.52,,,,,,,,,,0.0,2011-12-31 12:15:00,5252.0,,,12:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,11.18 mm rainfall,,,,,-14.9,,-3.46,,,,,,,,,,0.0,2011-12-31 12:30:00,-1 days +23:52:30,2011-12-31 12:07:30,-16.06,-3.49,6409.436000000133,363.77880000000005,370.20500000000004,2012.0,2012.0,36.88080000001901,-45.93397160398782,-7.5088334612429355
584,5475.0,,,1/19/12,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-27.7,,-5.91,,,,,,,,,,0.0,2012-01-19 11:30:00,5253.0,,,11:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,41.15 mm rainfall,,,,,-29.9,,-5.53,,,,,,,,,,0.0,2012-01-19 11:50:00,-1 days +23:50:00,2012-01-19 11:20:00,-28.799999999999997,-5.720000000000001,6474.256800000143,428.59960000000007,435.02580000000006,2012.0,2012.0,64.82080000000951,-43.34434201954152,-7.238469055374303
585,5476.0,,,1/20/12,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-60.2,,-8.9,,,,,,,,,,0.0,2012-01-20 11:00:00,5254.0,,,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,91.95 mm rainfall,,,,,-62.5,,-9.49,,,,,,,,,,0.0,2012-01-20 11:30:00,-1 days +23:45:00,2012-01-20 10:45:00,-61.35,-9.195,6570.649800000146,524.9926,531.4188,2012.0,2012.0,96.39300000000276,-46.648571808508244,-7.597513297872062
586,5477.0,,,1/21/12,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-38.12,,-6.16,,,,,,,,,,0.0,2012-01-21 11:30:00,5255.0,,,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,123.44 mm rainfall,,,,,-33.6,,-5.7,,,,,,,,,,0.0,2012-01-21 11:00:00,0 days 00:15:00,2012-01-21 11:45:00,-35.86,-5.93,6712.305600000153,666.6484,673.0746,2012.0,2012.0,141.65580000000773,-44.357073732717176,-7.2433326351066345
587,5478.0,,,1/22/12,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-45.32,,-7.37,,,,,,,,,,0.0,2012-01-22 10:30:00,5256.0,,,10:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,3.05 mm rainfall,,,,,-42.1,,-6.94,,,,,,,,,,0.0,2012-01-22 10:00:00,0 days 00:15:00,2012-01-22 10:45:00,-43.71,-7.155,6720.4082000001545,674.7510000000001,681.1772000000001,2012.0,2012.0,8.102600000001075,-44.349306705296314,-7.2422723509931854
588,5479.0,,,1/23/12,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-42.68,,-6.68,,,,,,,,,,0.0,2012-01-23 12:00:00,5257.0,,,12:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,38.35 mm rainfall,,,,,-40.0,,-6.41,,,,,,,,,,0.0,2012-01-23 12:30:00,-1 days +23:45:00,2012-01-23 11:45:00,-41.34,-6.545,6757.84780000016,712.1906000000001,718.6168000000001,2012.0,2012.0,37.43960000000516,-44.19117058823368,-7.2056313725488375
589,5480.0,,,1/25/12,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-21.96,,-4.24,,,,,,,,,,0.0,2012-01-25 11:05:00,5258.0,,,11:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,3.81 mm rainfall,,,,,-23.8,,-4.27,,,,,,,,,,0.0,2012-01-25 11:25:00,-1 days +23:50:00,2012-01-25 10:55:00,-22.880000000000003,-4.255,6765.671000000166,720.0138000000001,726.44,2012.0,2012.0,7.823200000006182,-43.959707137314,-7.173584173777922
590,5481.0,,,1/27/12,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-17.98,,-3.31,,,,,,,,,,0.0,2012-01-27 12:00:00,5259.0,,,11:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,6.1 mm rainfall,,,,,-17.4,,-2.85,,,,,,,,,,0.0,2012-01-27 11:40:00,0 days 00:10:00,2012-01-27 12:10:00,-17.689999999999998,-3.08,6776.567600000173,730.9104000000001,737.3366000000001,2012.0,2012.0,10.89660000000731,-43.568221245699256,-7.1125792892622846
591,5482.0,,,2/2/12,11:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-29.21,,-4.85,,,,,,,,,,0.0,2012-02-02 11:40:00,5260.0,,,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,11.68 mm rainfall,,,,,-28.4,,-4.84,,,,,,,,,,0.0,2012-02-02 12:10:00,-1 days +23:45:00,2012-02-02 11:25:00,-28.805,-4.845,6794.169800000177,748.5126000000001,754.9388000000001,2012.0,2012.0,17.602200000003904,-43.221175373132425,-7.059274253731115
592,5483.0,,,2/8/12,12:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-116.91,,-14.56,,,,,,,,,,0.0,2012-02-08 12:10:00,5261.0,,,13:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,16.26 mm rainfall,,,,,-111.2,,-14.01,,,,,,,,,,0.0,2012-02-08 13:20:00,-1 days +23:25:00,2012-02-08 11:35:00,-114.055,-14.285,6812.610200000185,766.9530000000001,773.3792000000001,2012.0,2012.0,18.440400000007685,-44.92366351055941,-7.232944282592685
593,5484.0,,,2/11/12,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-15.84,,-3.09,,,,,,,,,,0.0,2012-02-11 11:50:00,5262.0,,,12:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,7.62 mm rainfall,,,,,-16.1,,-3.28,,,,,,,,,,0.0,2012-02-11 12:15:00,-1 days +23:47:30,2012-02-11 11:37:30,-15.97,-3.1849999999999996,6829.374200000195,783.7170000000001,790.1432000000001,2012.0,2012.0,16.764000000010128,-44.30455452601403,-7.146388096934928
594,5485.0,,,2/12/12,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-74.08,,-11.01,,,,,,,,,,0.0,2012-02-12 11:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-12 11:05:00,0 days 00:00:00,2012-02-12 11:05:00,-74.08,-11.01,6829.374200000195,783.7170000000001,790.1432000000001,2012.0,2012.0,0.0,-44.30455452601403,-7.146388096934928
596,5487.0,,,2/25/12,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-29.19,,-4.64,,,,,,,,,,0.0,2012-02-25 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-25 11:00:00,0 days 00:00:00,2012-02-25 11:00:00,-29.19,-4.64,6876.8722000002035,831.2150000000001,837.6412000000001,2012.0,2012.0,47.49800000000869,-43.44115591397692,-7.003214045698722
598,5489.0,,,2/29/12,14:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-35.59,,-6.89,,,,,,,,,,0.0,2012-02-29 14:15:00,5263.0,,,14:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,51.82 mm rainfall,,,,,-33.1,,-6.39,,,,,,,,,,0.0,2012-02-29 14:45:00,-1 days +23:45:00,2012-02-29 14:00:00,-34.345,-6.64,6948.398600000208,902.7414000000001,909.1676000000001,2012.0,2012.0,71.52640000000429,-42.7206683168303,-6.974444616336449
599,5490.0,,,3/1/12,10:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-45.17,,-7.76,,,,,,,,,,0.0,2012-03-01 10:40:00,5264.0,,,11:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,36.32 mm rainfall,,,,,-39.2,,-7.02,,,,,,,,,,0.0,2012-03-01 11:05:00,-1 days +23:47:30,2012-03-01 10:27:30,-42.185,-7.39,6991.42620000021,945.7690000000001,952.1952000000001,2012.0,2012.0,43.02760000000217,-42.696305375072505,-6.993344654459361
600,5491.0,,,3/13/12,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-47.98,,-7.66,,,,,,,,,,0.0,2012-03-13 11:50:00,5265.0,,,12:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,62.23 mm rainfall,,,,,-48.5,,-7.43,,,,,,,,,,0.0,2012-03-13 12:15:00,-1 days +23:47:30,2012-03-13 11:37:30,-48.239999999999995,-7.545,7075.52560000022,1029.8684,1036.2946000000002,2012.0,2012.0,84.09940000001006,-43.14888256034594,-7.038380797396092
601,5492.0,,,3/15/12,11:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-85.5,,-12.07,,,,,,,,,,0.0,2012-03-15 11:45:00,5266.0,,,12:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,16.26 mm rainfall,,,,,-82.3,,-11.46,,,,,,,,,,0.0,2012-03-15 12:15:00,-1 days +23:45:00,2012-03-15 11:30:00,-83.9,-11.765,7092.848400000229,1047.1912000000002,1053.6174,2012.0,2012.0,17.32280000000901,-43.82281408375471,-7.116548412909976
